gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Binary,tenure_group,Risk_Segment,Churn_Probability,Predicted_Churn,Risk_Level,Revenue_At_Risk
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),66.5,4811.6,No,0,48+ months,Low Risk,0.007262304685230766,0,Low Risk,1.7429531244553838
Male,0,Yes,Yes,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.3,4189.7,No,0,48+ months,Low Risk,0.02695752849677468,0,Low Risk,6.469806839225923
Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,83.15,2848.45,No,0,24–48 months,Medium Risk,0.42712118592123804,0,Medium Risk,102.50908462109713
Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,2516.2,No,0,24–48 months,Medium Risk,0.5987956566871387,1,Medium Risk,143.7109576049133
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,33.6,No,0,0–12 months,High Risk,0.2633696145795509,0,Low Risk,63.20870749909221
Male,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,208.45,No,0,0–12 months,High Risk,0.29031500461176724,0,Low Risk,69.67560110682413
Female,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,2015.35,Yes,1,24–48 months,Medium Risk,0.29065274697808735,0,Low Risk,69.75665927474097
Female,0,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,59.6,3739.8,No,0,48+ months,Low Risk,0.006918676319055271,0,Low Risk,1.6604823165732652
Male,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,2964.0,No,0,24–48 months,Low Risk,0.36776061939232735,0,Medium Risk,88.26254865415856
Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,2263.4,No,0,24–48 months,Medium Risk,0.36414119872959455,0,Medium Risk,87.39388769510269
Male,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.1,2211.8,No,0,24–48 months,Medium Risk,0.22417805946965352,0,Low Risk,53.80273427271685
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,Yes,1,0–12 months,High Risk,0.20719545400569653,0,Low Risk,49.726908961367165
Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81.0,1683.7,No,0,12–24 months,Medium Risk,0.2966688524821967,0,Low Risk,71.20052459572722
Female,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.7,1519.0,No,0,48+ months,Low Risk,0.01123881707936861,0,Low Risk,2.6973160990484666
Female,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.0,1164.05,No,0,12–24 months,Medium Risk,0.2829260279579066,0,Low Risk,67.90224670989758
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1710.9,No,0,48+ months,Low Risk,0.003931594306875485,0,Low Risk,0.9435826336501164
Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.15,4245.55,No,0,24–48 months,Medium Risk,0.236894755153559,0,Low Risk,56.85474123685416
Female,0,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.25,4145.9,No,0,48+ months,Low Risk,0.01962246208202402,0,Low Risk,4.709390899685765
Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3,No,0,24–48 months,Medium Risk,0.4850736531541431,0,Medium Risk,116.41767675699434
Female,0,No,No,26,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.35,1277.5,No,0,24–48 months,Medium Risk,0.43920174696137987,0,Medium Risk,105.40841927073117
Male,1,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.35,5589.3,No,0,48+ months,Medium Risk,0.23908855946255372,0,Low Risk,57.38125427101289
Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,34.75,No,0,0–12 months,Medium Risk,0.10280194789887938,0,Low Risk,24.672467495731052
Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1305.95,No,0,48+ months,Low Risk,0.004279267747842441,0,Low Risk,1.027024259482186
Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,381.3,Yes,1,0–12 months,High Risk,0.793912152625601,1,High Risk,190.53891663014423
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.35,141.5,Yes,1,0–12 months,High Risk,0.501646975102227,1,Medium Risk,120.39527402453447
Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,3105.55,Yes,1,24–48 months,Medium Risk,0.6703680059374217,1,Medium Risk,160.88832142498123
Male,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.25,204.55,No,0,0–12 months,High Risk,0.22812201548624483,0,Low Risk,54.74928371669876
Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.25,605.9,No,0,12–24 months,Medium Risk,0.017610015243225734,0,Low Risk,4.226403658374176
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,356.1,No,0,0–12 months,High Risk,0.7110218848033266,1,High Risk,170.6452523527984
Female,1,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.7,2758.15,Yes,1,24–48 months,Medium Risk,0.25716403778969105,0,Low Risk,61.719369069525854
Male,0,No,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.2,4805.65,No,0,48+ months,Low Risk,0.020341214493258895,0,Low Risk,4.881891478382135
Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.25,3941.7,Yes,1,24–48 months,Medium Risk,0.28356890437850296,0,Low Risk,68.05653705084072
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,92.75,No,0,0–12 months,High Risk,0.17231055955213304,0,Low Risk,41.35453429251193
Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1901.05,No,0,24–48 months,Medium Risk,0.4167102508635983,0,Medium Risk,100.01046020726359
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),79.05,5730.7,No,0,48+ months,Low Risk,0.021806824319858094,0,Low Risk,5.233637836765943
Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,No,0,24–48 months,Medium Risk,0.49007722879887494,0,Medium Risk,117.61853491172998
Male,0,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.6,1653.45,No,0,24–48 months,Medium Risk,0.2699065596225333,0,Low Risk,64.777574309408
Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.45,3327.05,No,0,24–48 months,Low Risk,0.2285589751288303,0,Low Risk,54.854154030919275
Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.0,7085.5,No,0,48+ months,Low Risk,0.017730692379492312,0,Low Risk,4.255366171078155
Male,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,3344.1,No,0,24–48 months,Medium Risk,0.30662884598230433,0,Medium Risk,73.59092303575304
Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.85,6697.35,No,0,48+ months,Low Risk,0.020919545173254738,0,Low Risk,5.020690841581137
Female,0,No,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.0,2879.9,No,0,24–48 months,Low Risk,0.01396163803500364,0,Low Risk,3.350793128400874
Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,137.1,No,0,0–12 months,High Risk,0.6235554845331291,1,Medium Risk,149.653316287951
Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.55,1008.55,Yes,1,0–12 months,High Risk,0.6549242561455704,1,Medium Risk,157.1818214749369
Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.1,1551.6,No,0,48+ months,Low Risk,0.009182206757148056,0,Low Risk,2.2037296217155333
Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.05,202.15,No,0,0–12 months,High Risk,0.3993751420540965,0,Medium Risk,95.85003409298317
Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7882.25,No,0,48+ months,Low Risk,0.0726608998847968,0,Low Risk,17.438615972351233
Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,8196.4,No,0,48+ months,Low Risk,0.04712589887901716,0,Low Risk,11.310215730964117
Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,No,0,0–12 months,High Risk,0.5864367825236289,1,Medium Risk,140.74482780567092
Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,855.1,No,0,24–48 months,Low Risk,0.005352573036830767,0,Low Risk,1.2846175288393842
Female,0,No,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),90.05,5817.0,No,0,48+ months,Low Risk,0.10636401259677764,0,Low Risk,25.527363023226634
Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.7,1652.95,No,0,24–48 months,Medium Risk,0.12413005839211008,0,Low Risk,29.79121401410642
Male,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.15,5600.15,No,0,48+ months,Low Risk,0.013455615509863688,0,Low Risk,3.2293477223672853
Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.35,515.75,No,0,0–12 months,High Risk,0.2526419942828772,0,Low Risk,60.63407862789053
Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,0.0,No,0,,Medium Risk,0.04837924426006763,0,Low Risk,11.61101862241623
Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.35,190.5,No,0,0–12 months,High Risk,0.5666468757979957,1,Medium Risk,135.99525019151895
Male,1,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.55,1842.8,Yes,1,12–24 months,Medium Risk,0.6789699428782372,1,Medium Risk,162.95278629077694
Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1253.8,No,0,48+ months,Low Risk,0.0038253106763047255,0,Low Risk,0.9180745623131341
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,57.2,No,0,0–12 months,High Risk,0.19637957969135858,0,Low Risk,47.131099125926056
Female,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,Yes,1,12–24 months,Medium Risk,0.41473500179448725,0,Medium Risk,99.53640043067693
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.35,6563.4,No,0,48+ months,Low Risk,0.02019543562843792,0,Low Risk,4.846904550825101
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,No,0,0–12 months,High Risk,0.2035574537340981,0,Low Risk,48.85378889618354
Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.85,Yes,1,12–24 months,Medium Risk,0.4707615436871842,0,Medium Risk,112.9827704849242
Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,Yes,1,0–12 months,High Risk,0.7103061696143631,1,High Risk,170.47348070744715
Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.85,4758.8,No,0,48+ months,Low Risk,0.005772764164038984,0,Low Risk,1.3854633993693561
Male,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1292.6,No,0,48+ months,Low Risk,0.003557223226690688,0,Low Risk,0.8537335744057651
Female,0,No,No,11,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,35.8,363.15,No,0,0–12 months,High Risk,0.5246010843116347,1,Medium Risk,125.90426023479232
Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,No,0,12–24 months,Medium Risk,0.35199873998716574,0,Medium Risk,84.47969759691978
Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.4,275.7,No,0,12–24 months,Medium Risk,0.0455684626745373,0,Low Risk,10.936431041888952
Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.1,No,0,24–48 months,Medium Risk,0.24836195136437925,0,Low Risk,59.60686832745102
Male,0,Yes,No,17,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,64.8,1175.6,No,0,12–24 months,Medium Risk,0.07092160205829295,0,Low Risk,17.021184493990308
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.45,237.3,No,0,0–12 months,High Risk,0.17172172035451955,0,Low Risk,41.213212885084694
Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,Yes,1,12–24 months,Medium Risk,0.6923886173346059,1,Medium Risk,166.1732681603054
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,Yes,1,0–12 months,High Risk,0.2135666515759799,0,Low Risk,51.255996378235174
Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,454.15,Yes,1,0–12 months,High Risk,0.6061055583705249,1,Medium Risk,145.465334008926
Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.8,3036.75,Yes,1,24–48 months,Low Risk,0.38569938183829716,0,Medium Risk,92.56785164119133
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.65,8065.65,No,0,48+ months,Low Risk,0.05970452849365236,0,Low Risk,14.329086838476567
Female,0,Yes,Yes,3,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,40.3,92.5,No,0,0–12 months,High Risk,0.5024588263651486,1,Medium Risk,120.59011832763566
Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.0,184.65,Yes,1,0–12 months,High Risk,0.7235582923460564,1,High Risk,173.65399016305355
Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.0,6152.3,No,0,48+ months,Low Risk,0.11665288536201412,0,Low Risk,27.99669248688339
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,Yes,1,0–12 months,High Risk,0.42904420774018176,0,Medium Risk,102.97060985764362
Male,0,Yes,Yes,71,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),73.35,5154.5,No,0,48+ months,Low Risk,0.013300845230832694,0,Low Risk,3.1922028553998465
Female,0,Yes,Yes,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.8,220.45,No,0,0–12 months,High Risk,0.30758327294056786,0,Medium Risk,73.81998550573628
Male,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1510.3,No,0,24–48 months,Medium Risk,0.10974629315812223,0,Low Risk,26.339110357949338
Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,52.2,Yes,1,0–12 months,High Risk,0.4455030646423453,0,Medium Risk,106.92073551416287
Male,0,No,Yes,63,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.6,2588.95,No,0,48+ months,Low Risk,0.023761545960606107,0,Low Risk,5.702771030545466
Female,1,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.0,4874.8,Yes,1,24–48 months,Low Risk,0.2567852910247234,0,Low Risk,61.62846984593362
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),55.3,3983.6,No,0,48+ months,Low Risk,0.007105385343635499,0,Low Risk,1.7052924824725197
Female,0,Yes,No,34,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.85,2003.6,No,0,24–48 months,Medium Risk,0.11688645251752902,0,Low Risk,28.052748604206965
Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,78.4,1832.4,No,0,12–24 months,Low Risk,0.10954524412489039,0,Low Risk,26.290858589973695
Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69.65,4908.25,No,0,48+ months,Low Risk,0.005304875720439295,0,Low Risk,1.2731701729054308
Female,0,Yes,Yes,60,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.85,3590.2,No,0,48+ months,Low Risk,0.02065575003351816,0,Low Risk,4.957380008044359
Male,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),76.9,5023.0,No,0,48+ months,Low Risk,0.036246077700952915,0,Low Risk,8.6990586482287
Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,146.6,No,0,0–12 months,Medium Risk,0.049925522225056994,0,Low Risk,11.982125334013679
Female,0,No,Yes,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),67.65,2339.3,No,0,24–48 months,Low Risk,0.01521988347378789,0,Low Risk,3.6527720337090934
Female,0,No,No,6,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45.0,298.7,No,0,0–12 months,High Risk,0.5788635112750872,1,Medium Risk,138.92724270602093
Male,0,Yes,No,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,64.2,143.65,No,0,0–12 months,High Risk,0.3978015899551006,0,Medium Risk,95.47238158922414
